title,authors,average_rating,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,title_ser,num_in_ser,month,day,year,century,num_coauthors,pages_category,ar_fillna,np_fillna,publisher_fillna
Democrac,Joan Didion,3.81,other,234.0,2070,169,4/25/1995,Vintage International,-,0,4,25,1995,20,1,от 100 до 500 стр.,3.81,234.0,Vintage International
Play It As It Lay,Joan Didion/David Thomson,3.87,eng,,23656,1706,11/15/2005,Farrar  Straus and Giroux,-,0,11,15,2005,21,2,,3.87,296.0,Farrar  Straus and Giroux
The New York Trilog,Paul Auster/Art Spiegelman/Luc Sante,3.89,eng,308.0,43200,1873,3/28/2006,Penguin Classics,-,0,3,28,2006,21,3,от 100 до 500 стр.,3.89,308.0,Penguin Classics
City of Glass,Paul Auster,3.79,eng,203.0,12410,734,4/7/1987,Penguin Books,The New York Trilogy,1,4,7,1987,20,1,от 100 до 500 стр.,3.79,203.0,Penguin Books
Ghosts,Paul Auster,3.64,eng,96.0,3672,195,7/7/1987,Penguin Books,The New York Trilogy,2,7,7,1987,20,1,до 100 стр.,3.64,96.0,Penguin Books
The Locked Room,Paul Auster,3.89,eng,179.0,2998,164,11/1/1986,Sun and Moon Press,The New York Trilogy,3,11,1,1986,20,1,от 100 до 500 стр.,3.89,179.0,Sun and Moon Press
Pyramids of Montauk: Explorations in Consciousnes,Peter Moon/Preston B. Nichols/Nina Helms,3.89,eng,256.0,74,2,1/1/1995,Sky Books (NY),-,0,1,1,1995,20,3,от 100 до 500 стр.,3.89,256.0,Sky Books (NY)
The Brooklyn Follie,Paul Auster,3.84,eng,306.0,17977,1157,10/17/2006,Picador,-,0,10,17,2006,21,1,от 100 до 500 стр.,3.84,306.0,Picador
Moon Palac,Paul Auster,3.94,eng,320.0,16099,503,4/1/1990,Penguin Books,-,0,4,1,1990,20,1,от 100 до 500 стр.,3.94,320.0,Penguin Books
The Music of Chanc,Paul Auster,3.9,other,217.0,361,36,12/1/1991,Penguin Books,-,0,12,1,1991,20,1,от 100 до 500 стр.,3.9,217.0,Penguin Books
Leviatha,Paul Auster,,eng,275.0,11744,443,9/1/1993,Penguin Books,-,0,9,1,1993,20,1,от 100 до 500 стр.,3.95,275.0,Penguin Books
The Red Notebook: True Storie,Paul Auster,3.77,eng,104.0,2390,120,6/17/2002,New Directions,-,0,6,17,2002,21,1,от 100 до 500 стр.,3.77,104.0,New Directions
Collapse: How Societies Choose to Fail or Succee,Jared Diamond,,eng,608.0,52522,2780,12/27/2005,Penguin Books Ltd. (London),-,0,12,27,2005,21,1,от 500 до 1000 стр.,3.95,608.0,Penguin Books Ltd. (London)
The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barre,Stephen Leeb/Glen C. Strathy,3.4,other,211.0,213,26,2/1/2006,Business Plus,-,0,2,1,2006,21,2,от 100 до 500 стр.,3.4,211.0,Business Plus
Collapse of Complex Societie,Joseph A. Tainter,,eng,262.0,719,86,3/29/1990,Cambridge University Press,-,0,3,29,1990,20,1,от 100 до 500 стр.,3.95,262.0,Cambridge University Press
Bowling Alone: The Collapse and Revival of American Communit,Robert D. Putnam,,eng,544.0,4762,512,8/7/2001,Simon  Schuster,-,0,8,7,2001,21,1,от 500 до 1000 стр.,3.95,544.0,Simon  Schuster
The Collapse of the Common Good: How America's Lawsuit Culture Undermines Our Freedo,Philip K. Howard,3.91,eng,272.0,62,4,1/29/2002,Ballantine Books,-,0,1,29,2002,21,1,от 100 до 500 стр.,3.91,272.0,Ballantine Books
Reinventing the Enemy's Language: Contemporary Native Women's Writings of North Americ,Joy Harjo/Gloria Bird/Beth Cuthand/Valerie Martinez/Patricia Blanco,,eng,576.0,278,20,9/17/1998,W. W. Norton  Company,-,0,9,17,1998,20,5,от 500 до 1000 стр.,3.95,576.0,W. W. Norton  Company
My Invention,Nikola Tesla,4.01,eng,88.0,2862,262,5/17/2006,Filiquarian Publishing  LLC.,-,0,5,17,2006,21,1,до 100 стр.,4.01,88.0,Filiquarian Publishing  LLC.
Wizard: The Life and Times of Nikola Tesla: Biography of a Geniu,Marc J.  Seifer/William H. Terbo,3.78,eng,542.0,2829,334,2/1/2001,Citadel,-,0,2,1,2001,21,2,от 500 до 1000 стр.,3.78,542.0,Citadel
Nikola Tesla: A Spark of Geniu,Carol Dommermuth-Costa,3.93,eng,144.0,105,5,10/1/1994,Lerner Publications,-,0,10,1,1994,20,1,от 100 до 500 стр.,3.93,144.0,Lerner Publications
Tesla Paper,Nikola Tesla/David Hatcher Childress,4.13,eng,100.0,102,2,12/1/2000,Adventures Unlimited Press,-,0,12,1,2000,20,2,от 100 до 500 стр.,4.13,100.0,Adventures Unlimited Press
Boys of Summe,Julie Elizabeth Leto/Leslie Kelly/Kimberly Raye,,eng,249.0,478,12,6/27/2006,Harlequin Blaze,-,0,6,27,2006,21,3,от 100 до 500 стр.,3.95,249.0,Harlequin Blaze
Golding's Lord of the Flies,Maureen Kelly/CliffsNotes/William Golding,3.95,eng,112.0,73,8,6/13/2000,Cliffs Notes,-,0,6,13,2000,20,3,от 100 до 500 стр.,3.95,112.0,Cliffs Notes
Lord of the Flie,William Golding,3.68,eng,6.0,408,96,10/11/2005,Listening Library (Audio),-,0,10,11,2005,21,1,до 100 стр.,3.68,6.0,Listening Library (Audio)
A War Like No Other: How the Athenians & Spartans Fought the Peloponnesian Wa,Victor Davis Hanson,4.11,eng,397.0,1693,100,9/12/2006,Random House,-,0,9,12,2006,21,1,от 100 до 500 стр.,4.11,397.0,Random House
We Were Not Like Other Peopl,Ephraim Sevela/Antonina W. Bouis,4.14,eng,216.0,1,0,1/1/1989,HarperCollins Publishers,-,0,1,1,1989,20,2,от 100 до 500 стр.,4.14,216.0,HarperCollins Publishers
The Lovely Bone,Alice Sebold,3.81,other,328.0,6485,966,6/1/2003,Picador,-,0,6,1,2003,21,1,от 100 до 500 стр.,3.81,328.0,Picador
Lovely in Her Bones,Sharyn McCrumb,3.8,eng,224.0,1371,43,5/13/1990,Ballantine Books,Elizabeth MacPherson,2,5,13,1990,20,1,от 100 до 500 стр.,3.8,224.0,Ballantine Books
The Zen of CSS Design: Visual Enlightenment for the We,Dave Shea/Molly E. Holzschlag,3.98,other,296.0,793,28,2/17/2005,Peachpit Press,-,0,2,17,2005,21,2,от 100 до 500 стр.,3.98,296.0,Peachpit Press
HTML  XHTML  and CSS,Elizabeth Castro,3.8,other,456.0,549,42,8/1/2006,Peachpit Press,-,0,8,1,2006,21,1,от 100 до 500 стр.,3.8,456.0,Peachpit Press
1000 Record Cover,Michael Ochs/Patrick Javault/Ulrike Wasel,3.85,other,575.0,288,31,5/15/2005,Taschen,-,0,5,15,2005,21,3,от 500 до 1000 стр.,3.85,575.0,Taschen
Killing Yourself to Live: 85% of a True Stor,Chuck Klosterman,3.81,eng,245.0,26381,1109,6/13/2006,Scribner,-,0,6,13,2006,21,1,от 100 до 500 стр.,3.81,245.0,Scribner
Vice,Jane Feather,3.51,eng,,474,19,5/2/1996,Bantam,V,8,5,2,1996,20,1,,3.51,296.0,Bantam
Once Upon a Cool Motorcycle Dud,Kevin O'Malley/Carol Heyer/Scott Goto,4.08,eng,32.0,1773,274,4/1/2005,Walker & Company,-,0,4,1,2005,21,3,до 100 стр.,4.08,32.0,Walker & Company
Guidebook to Zen and the Art of Motorcycle Maintenanc,Ronald L. DiSanto/Thomas J. Steele,3.72,other,408.0,286,10,11/19/1990,William Morrow Paperbacks,-,0,11,19,1990,20,2,от 100 до 500 стр.,3.72,408.0,William Morrow Paperbacks
Motorcycle Basics Techboo,John Harold Haynes,,eng,222.0,40,2,7/5/2002,Haynes Manuals N. America  Inc.,-,0,7,5,2002,21,1,от 100 до 500 стр.,3.95,222.0,Haynes Manuals N. America  Inc.
LOGO Lounge: 2 000 International Identities by Leading Designer,Catharine M. Fishel/Bill Gardner,3.93,eng,191.0,27,0,9/1/2004,Rockport Publishers,-,0,9,1,2004,21,2,от 100 до 500 стр.,3.93,191.0,Rockport Publishers
The Death of Ivan Ilych And Other Storie,Leo Tolstoy/Hugh McLean,4.11,eng,304.0,7300,266,4/1/2003,Signet Classics,-,0,4,1,2003,21,2,от 100 до 500 стр.,4.11,304.0,Signet Classics
The Kingdom of God Is Within Yo,Leo Tolstoy/Constance Garnett,4.13,eng,352.0,2403,210,9/8/2006,Dover Publications,-,0,9,8,2006,21,2,от 100 до 500 стр.,4.13,352.0,Dover Publications
For the New Intellectual: The Philosophy of Ayn Ran,Ayn Rand,3.68,eng,,2750,108,12/1/1963,Signet Book,-,0,12,1,1963,20,1,,3.68,296.0,Signet Book
The Virtue of Selfishness: A New Concept of Egois,Ayn Rand/Nathaniel Branden,3.51,eng,176.0,11462,467,11/1/1964,Signet,-,0,11,1,1964,20,2,от 100 до 500 стр.,3.51,176.0,Signet
We the Livin,Ayn Rand/Leonard Peikoff,3.91,eng,464.0,23199,1086,1/1/1996,Signet,-,0,1,1,1996,20,2,от 100 до 500 стр.,3.91,464.0,Signet
Capitalism: The Unknown Idea,Ayn Rand/Nathaniel Branden/Alan Greenspan/Robert Hessen,3.88,eng,340.0,3501,153,7/15/1986,Signet,-,0,7,15,1986,20,4,от 100 до 500 стр.,3.88,340.0,Signet
Sailing for Dummie,J.J. Isler/Peter Isler,3.95,eng,,150,7,6/1/2006,For Dummies,-,0,6,1,2006,21,2,,3.95,296.0,For Dummies
Sailing from Byzantium: How a Lost Empire Shaped the Worl,Colin  Wells,3.88,eng,,646,83,7/25/2006,Delacorte Press,-,0,7,25,2006,21,1,,3.88,296.0,Delacorte Press
Sailing Alone Around the Room: New and Selected Poem,Billy Collins,4.23,eng,192.0,12180,630,9/17/2002,Random House Trade Paperbacks,-,0,9,17,2002,21,1,от 100 до 500 стр.,4.23,192.0,Random House Trade Paperbacks
The Greatest Sailing Stories Ever Told: Twenty-Seven Unforgettable Storie,Christopher Caswell,3.62,eng,286.0,51,5,4/1/2004,Lyons Press,-,0,4,1,2004,21,1,от 100 до 500 стр.,3.62,286.0,Lyons Press
The Natura,Bernard Malamud/Kevin Baker,3.63,eng,231.0,8854,672,7/7/2003,Farrar Straus Giroux,-,0,7,7,2003,21,2,от 100 до 500 стр.,3.63,231.0,Farrar Straus Giroux
Digging to Americ,Anne Tyler,3.55,eng,277.0,17155,1841,5/2/2006,Alfred A. Knopf,-,0,5,2,2006,21,1,от 100 до 500 стр.,3.55,277.0,Alfred A. Knopf
Modern Latin Americ,Thomas E. Skidmore/Peter H. Smith,3.59,other,528.0,234,11,10/7/2004,Oxford University Press  USA,-,0,10,7,2004,21,2,от 500 до 1000 стр.,3.59,528.0,Oxford University Press  USA
The Plot Against Americ,Philip Roth,3.77,eng,391.0,33321,2925,9/27/2005,Vintage International,-,0,9,27,2005,21,1,от 100 до 500 стр.,3.77,391.0,Vintage International
Naked Pictures of Famous Peopl,Jon   Stewart,3.59,other,164.0,8703,417,9/22/1999,Dey Street Books,-,0,9,22,1999,20,1,от 100 до 500 стр.,3.59,164.0,Dey Street Books
Collected Storie,Gabriel García Márquez/Gregory Rabassa/J.S. Bernstein,4.19,eng,,6375,179,5/13/2008,Harper Perennial Modern Classics,-,0,5,13,2008,21,3,,4.19,296.0,Harper Perennial Modern Classics
Crónica de una muerte anunciad,Gabriel García Márquez,3.97,other,,7888,411,10/14/2003,Vintage Espanol,-,0,10,14,2003,21,1,,3.97,296.0,Vintage Espanol
Del amor y otros demonio,Gabriel García Márquez,3.98,other,176.0,4508,278,2/7/2006,Plaza y Janes,-,0,2,7,2006,21,1,от 100 до 500 стр.,3.98,176.0,Plaza y Janes
Living to Tell the Tal,Gabriel García Márquez/Edith Grossman,3.99,eng,,397,47,10/12/2004,Vintage,-,0,10,12,2004,21,2,,3.99,296.0,Vintage
Memoria de mis putas triste,Gabriel García Márquez,3.6,other,112.0,5856,377,10/19/2004,Vintage Espanol,-,0,10,19,2004,21,1,от 100 до 500 стр.,3.6,112.0,Vintage Espanol
The Elegant Universe: Superstrings  Hidden Dimensions  and the Quest for the Ultimate Theor,Brian Greene,,eng,425.0,32569,1058,9/2/2004,Vintage Books USA,-,0,9,2,2004,21,1,от 100 до 500 стр.,3.95,425.0,Vintage Books USA
Pure and Simple: The Extraordinary Teachings of a Thai Buddhist Laywoma,Upasika Kee Nanayon/Thanissaro Bhikkhu,4.29,eng,288.0,37,6,5/15/2005,Wisdom Publications,-,0,5,15,2005,21,2,от 100 до 500 стр.,4.29,288.0,Wisdom Publications
The Mini Rough Guide to Londo,Rob Humphreys/Beth Chaplin/Rebecca Morrill,3.75,eng,363.0,1,0,4/1/2006,Rough Guides,-,0,4,1,2006,21,3,от 100 до 500 стр.,3.75,363.0,Rough Guides
Best of London,Lonely Planet/Sarah Johnstone/Steve Fallon,3.83,eng,128.0,11,0,9/1/2004,Lonely Planet,-,0,9,1,2004,21,3,от 100 до 500 стр.,3.83,128.0,Lonely Planet
Lonely Planet Londre,Lonely Planet/Sarah Johnstone/Tom Masters,4.03,other,480.0,0,0,5/1/2006,Geoplaneta,-,0,5,1,2006,21,3,от 100 до 500 стр.,4.03,480.0,Geoplaneta
Out to Eat London 2002,Lonely Planet/Mark Honan,,eng,295.0,0,0,9/1/2001,Lonely Planet,-,0,9,1,2001,21,2,от 100 до 500 стр.,3.95,295.0,Lonely Planet
Three Nights in August: Strategy  Heartbreak  and Joy Inside the Mind of a Manage,H.G. Bissinger,,eng,287.0,6870,237,4/4/2006,Mariner Books,-,0,4,4,2006,21,1,от 100 до 500 стр.,3.95,287.0,Mariner Books
Le Réseau Kinakuta,Neal Stephenson,4.1,other,418.0,5,0,3/31/2001,Payot,Cryptonomicon,2,3,31,2001,21,1,от 100 до 500 стр.,4.1,418.0,Payot
Quicksilver,Neal Stephenson,3.93,eng,,30872,1735,9/21/2004,HarperCollins Perennial,The Baroque Cycle,1,9,21,2004,21,1,,3.93,296.0,HarperCollins Perennial
The Cobwe,Neal Stephenson/J. Frederick George,3.61,eng,448.0,2465,137,5/31/2005,Spectra Books,-,0,5,31,2005,21,2,от 100 до 500 стр.,3.61,448.0,Spectra Books
The Diamond Age: Or  A Young Lady's Illustrated Prime,Neal Stephenson/Pedro Jorge Romero,4.19,eng,499.0,71042,2767,5/2/2000,,-,0,5,2,2000,20,2,от 100 до 500 стр.,4.19,499.0,Vintage
Odalisque,Neal Stephenson,,other,464.0,1567,65,3/28/2006,HarperTorch,-,0,3,28,2006,21,1,от 100 до 500 стр.,3.95,464.0,HarperTorch
Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume II: The Endgam,Dan Harrington/Bill Robertie,4.16,eng,450.0,1474,30,6/1/2005,,-,0,6,1,2005,21,2,от 100 до 500 стр.,4.16,450.0,Vintage
Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume I: Strategic Pla,Dan Harrington/Bill Robertie,4.24,eng,381.0,1929,72,12/1/2004,Two Plus Two Publishing LLC,-,0,12,1,2004,21,2,от 100 до 500 стр.,4.24,381.0,Two Plus Two Publishing LLC
The Design of Everyday Thing,Donald A. Norman,4.17,eng,240.0,18602,1379,9/19/2002,Basic Books,-,0,9,19,2002,21,1,от 100 до 500 стр.,4.17,240.0,Basic Books
Emotional Design: Why We Love,Donald A. Norman,3.95,eng,272.0,3702,149,5/11/2005,Basic Books,-,0,5,11,2005,21,1,от 100 до 500 стр.,3.95,272.0,Basic Books
The Psychology of Everyday Thing,Donald A. Norman,4.17,eng,257.0,265,31,6/13/1988,Basic Books,-,0,6,13,1988,20,1,от 100 до 500 стр.,4.17,257.0,Basic Books
No Price Too High: A Pentecostal Preacher Becomes Catholic - The Inspirational Story of Alex Jones as Told to Diane Hanso,Alex C. Jones/Diane M. Hanson/Stephen K. Ray,4.27,other,,51,7,4/30/2006,Ignatius Press,-,0,4,30,2006,21,3,,4.27,296.0,Ignatius Press
The Alchemis,Paulo Coelho/Alan R. Clarke/James Noel Smith,3.86,eng,192.0,920,76,5/2/2006,HarperOne,-,0,5,2,2006,21,3,от 100 до 500 стр.,3.86,192.0,HarperOne
Fullmetal Alchemist  Vol. 3,Hiromu Arakawa/Akira Watanabe,,eng,192.0,16666,299,9/13/2005,VIZ Media LLC,Fullmetal Alchemist,3,9,13,2005,21,2,от 100 до 500 стр.,3.95,192.0,VIZ Media LLC
Fullmetal Alchemist  Vol. 1,Hiromu Arakawa/Akira Watanabe,4.5,eng,192.0,111091,1427,5/3/2005,VIZ Media LLC,Fullmetal Alchemist,1,5,3,2005,21,2,от 100 до 500 стр.,4.5,192.0,VIZ Media LLC
The Illustrated Alchemist: A Fable about Following Your Drea,Paulo Coelho/Alan R. Clarke/Mœbius,,other,198.0,251,32,11/1/1998,HarperCollins Publishers,-,0,11,1,1998,20,3,от 100 до 500 стр.,3.95,198.0,HarperCollins Publishers
Fullmetal Alchemist  Vol. 2,Hiromu Arakawa/Akira Watanabe,4.52,eng,192.0,14923,419,7/5/2005,VIZ Media LLC,Fullmetal Alchemist,2,7,5,2005,21,2,от 100 до 500 стр.,4.52,192.0,VIZ Media LLC
Pompei,Robert   Harris,3.82,eng,274.0,26922,1726,11/8/2005,Random House Trade Paperbacks,-,0,11,8,2005,21,1,от 100 до 500 стр.,3.82,274.0,Random House Trade Paperbacks
The Last Days of Pompei,Edward Bulwer-Lytton/John Gregory Betancourt,3.6,eng,360.0,1156,68,12/3/2002,,-,0,12,3,2002,21,2,от 100 до 500 стр.,3.6,360.0,Vintage
The Game: Penetrating the Secret Society of Pickup Artist,Neil Strauss,3.74,other,464.0,20529,1592,9/6/2005,It Books,-,0,9,6,2005,21,1,от 100 до 500 стр.,3.74,464.0,It Books
The Egypt Gam,Zilpha Keatley Snyder,3.83,eng,,30231,1130,7/7/2009,Turtleback Books,-,0,7,7,2009,21,1,,3.83,296.0,Turtleback Books
Memoirs of a Geisha: A Portrait of the Fil,David        James/Peggy Mulloy/Rob Marshall/Arthur Golden,,eng,,145,8,10/20/2005,Newmarket Press,-,0,10,20,2005,21,4,,3.95,296.0,Newmarket Press
Geisha of Gio,Mineko Iwasaki/Rande Brown,3.93,eng,334.0,1556,158,5/6/2003,,-,0,5,6,2003,21,2,от 100 до 500 стр.,3.93,334.0,Vintage
Love As A Foreign Language #,J. Torres/Eric  Kim,3.44,eng,58.0,9,2,2/1/2006,,Love As A Foreign Language,5,2,1,2006,21,2,до 100 стр.,3.44,58.0,Vintage
Jungle Lov,Margaret Johnson/Philip Prowse,3.41,eng,95.0,59,7,8/1/2002,Cambridge University Press,-,0,8,1,2002,21,2,до 100 стр.,3.41,95.0,Cambridge University Press
Ángeles y demonios,Dan Brown,,other,508.0,196,20,12/1/2005,Umbriel,Robert Langdon,1,12,1,2005,21,1,от 500 до 1000 стр.,3.95,508.0,Umbriel
Angeles & Demonio,Dan Brown/Raúl Amundaray,3.89,other,18.0,65,7,12/1/2005,FonoLibro,-,0,12,1,2005,21,2,до 100 стр.,3.89,18.0,FonoLibro
The Da Vinci Cod,Dan Brown,3.84,eng,467.0,1120,105,3/28/2006,Broadway Books,-,0,3,28,2006,21,1,от 100 до 500 стр.,3.84,467.0,Broadway Books
A Killing Rain,P.J. Parrish,4.04,eng,383.0,456,41,2/1/2005,Pinnacle,Louis Kincaid,6,2,1,2005,21,1,от 100 до 500 стр.,4.04,383.0,Pinnacle
The Millionaire Next Door: The Surprising Secrets of America's Wealth,Thomas J. Stanley/William D. Danko,4.03,eng,258.0,61760,2600,10/1/1998,Gallery Books,-,0,10,1,1998,20,2,от 100 до 500 стр.,4.03,258.0,Gallery Books
Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Centur,Napoleon Hill,,eng,320.0,88897,2334,9/1/2005,Tarcherperigee,-,0,9,1,2005,21,1,от 100 до 500 стр.,3.95,320.0,Tarcherperigee
Think and Grow Ric,Napoleon Hill,4.18,eng,368.0,48,9,8/7/2004,High Roads Media,-,0,8,7,2004,21,1,от 100 до 500 стр.,4.18,368.0,High Roads Media
Pragmatic Version Control: Using Subversion,Mike   Mason,3.58,eng,256.0,173,14,6/7/2006,Pragmatic Bookshelf,-,0,6,7,2006,21,1,от 100 до 500 стр.,3.58,256.0,Pragmatic Bookshelf
Read My Lips: Sexual Subversion and the End of Gende,Riki Anne Wilchins,3.95,other,288.0,253,17,6/1/2005,,-,0,6,1,2005,21,1,от 100 до 500 стр.,3.95,288.0,Vintage
Trump: The Art of the Dea,Donald J. Trump/Tony Schwartz,3.66,other,384.0,12748,948,12/28/2004,Ballantine Books,-,0,12,28,2004,21,2,от 100 до 500 стр.,3.66,384.0,Ballantine Books
Shibum,Trevanian/Gisela Stege,4.21,eng,480.0,9498,637,5/10/2005,Broadway Books,-,0,5,10,2005,21,2,от 100 до 500 стр.,4.21,480.0,Broadway Books
The Crescent Obscured: The United States and the Muslim World  1776-181,Robert J. Allison,3.62,eng,284.0,31,5,7/15/2000,,-,0,7,15,2000,20,1,от 100 до 500 стр.,3.62,284.0,Vintage
Purpose Driven Life - For Commuters: What on Earth Am I Here For,Rick Warren,3.93,eng,5.0,26,2,3/15/2005,Zondervan,-,0,3,15,2005,21,1,до 100 стр.,3.93,5.0,Zondervan
Fast Food Nation: What The All-American Meal is Doing to the Worl,Eric Schlosser,3.74,eng,,811,77,4/4/2002,Penguin Books,-,0,4,4,2002,21,1,,3.74,296.0,Penguin Books
The Broke,John Grisham,3.78,eng,422.0,72361,2334,9/26/2006,Delta,-,0,9,26,2006,21,1,от 100 до 500 стр.,3.78,422.0,Delta
The Power Broker: A Novel,Stephen W. Frey,3.75,eng,,28,1,7/25/2006,Ballantine Books,Christian Gillette,3,7,25,2006,21,1,,3.75,296.0,Ballantine Books
Body For Life: 12 Weeks to Mental and Physical Strengt,Bill Phillips/Michael D'Orso,3.74,other,201.0,3877,275,6/10/1999,HarperCollins Publishers  Inc.,-,0,6,10,1999,20,2,от 100 до 500 стр.,3.74,201.0,HarperCollins Publishers  Inc.
Body for Life for Women: A Woman's Plan for Physical and Mental Transformatio,Pamela Peeke/Cindy Crawford,3.65,other,288.0,401,63,4/1/2005,Rodale Books,-,0,4,1,2005,21,2,от 100 до 500 стр.,3.65,288.0,Rodale Books
Eating for Life: Your Guide to Great Health  Fat Loss and Increased Energy,Bill Phillips,3.95,eng,,814,51,11/26/2003,High Point Media,-,0,11,26,2003,21,1,,3.95,296.0,High Point Media
The Warren Buffett Wa,Robert G. Hagstrom/Bill Miller/Kenneth L. Fisher,4.13,other,,228,16,10/1/2005,John Wiley & Sons,-,0,10,1,2005,21,3,,4.13,296.0,John Wiley & Sons
The Warren Buffett CEO: Secrets from the Berkshire Hathaway Manager,Robert P. Miles/Tom Osborne,4.07,eng,432.0,39,1,4/18/2003,Wiley,-,0,4,18,2003,21,2,от 100 до 500 стр.,4.07,432.0,Wiley
Junie B. Jones and a Little Monkey Business,Barbara Park/Denise Brunkus,,other,68.0,11178,623,2/16/1993,Random House Books for Young Readers,Junie B. Jones,2,2,16,1993,20,2,до 100 стр.,3.95,68.0,Random House Books for Young Readers
Monkey Busines,Sarah Mlynowski,3.67,eng,392.0,3379,67,9/24/2004,Red Dress Ink,-,0,9,24,2004,21,1,от 100 до 500 стр.,3.67,392.0,Red Dress Ink
Liar's Poke,Michael   Lewis,4.15,eng,256.0,22843,936,10/1/1990,Penguin Books,-,0,10,1,1990,20,1,от 100 до 500 стр.,4.15,256.0,Penguin Books
Liar's Poker: A Harry Garnish Myster,Frank McConnell,,eng,214.0,13,1,6/1/1993,Walker & Company,-,0,6,1,1993,20,1,от 100 до 500 стр.,3.95,214.0,Walker & Company
Risotto: 30 Simply Delicious Vegetarian Recipes from an Italian Kitche,Ursula Ferrigno/Jason Lowe/Maxine  Clark,4.08,eng,64.0,8,2,3/1/2001,Ryland Peters & Small,-,0,3,1,2001,21,3,до 100 стр.,4.08,64.0,Ryland Peters & Small
Giada's Family Dinner,Giada De Laurentiis/Victoria Pearson,3.96,eng,256.0,14103,74,4/4/2006,Clarkson Potter,-,0,4,4,2006,21,2,от 100 до 500 стр.,3.96,256.0,Clarkson Potter
Everyday Italian: 125 Simple and Delicious Recipe,Giada De Laurentiis,3.95,eng,256.0,40125,217,2/22/2005,Clarkson Potter,-,0,2,22,2005,21,1,от 100 до 500 стр.,3.95,256.0,Clarkson Potter
Everyday Past,Giada De Laurentiis/Victoria Pearson,4.09,eng,240.0,8822,55,4/3/2007,Clarkson Potter,-,0,4,3,2007,21,2,от 100 до 500 стр.,4.09,240.0,Clarkson Potter
Tyler's Ultimate: Brilliant Simple Food to Make Any Tim,Tyler Florence/Petrina Tinslay,4.09,eng,,3697,34,9/26/2006,Clarkson Potter,-,0,9,26,2006,21,2,,4.09,296.0,Clarkson Potter
Tyler Florence's Real Kitchen: An Indespensible Guide for Anybody Who Likes to Coo,Tyler Florence/JoAnn Cianciulli/Bill Bettencourt/Bobby Flay,4.06,eng,304.0,1426,16,3/25/2003,Clarkson Potter Publishers,-,0,3,25,2003,21,4,от 100 до 500 стр.,4.06,304.0,Clarkson Potter Publishers
